latitud,longitud,OBJECTID
-75.5704401545485,6.25781476342514,259493
-75.5685406495685,6.28363246705677,259494
-75.5769363213883,6.19035059126005,259496
-75.5833980229538,6.28978582297568,259497
-75.5892832437514,6.20717231188975,259498
-75.5950998605766,6.21103726432057,259499
-75.5619447323303,6.24328466802259,259500
-75.5867230311641,6.24241932255746,259501
-75.6087803841961,6.25315160986116,259502
-75.5874995644932,6.23704382570796,259503
-75.5797628451502,6.24780687182807,259504
-75.5766802816603,6.22534996739692,259505
-75.5902541480496,6.27602214388038,259506
-75.5503586764691,6.23958421139368,259507
-75.5769480798132,6.21882879829976,259508
-75.5759588422637,6.22589919164963,259510
-75.5515018508161,6.23649357576166,259511
-75.5374814049058,6.23665892650241,259512
-75.5694149503491,6.26142201160472,259513
-75.5753086526073,6.243399387296,259514
-75.5719580473205,6.25154716744121,259515
-75.5766802816603,6.22534996739692,259516
-75.5792600246773,6.28523326102404,259517
-75.5775950240059,6.22765255415744,259518
-75.5753211017513,6.24248340651454,259519
-75.5667692161485,6.29710775059905,259520
-75.5812754345418,6.25559908031125,259521
-75.5892832437514,6.20717231188975,259522
-75.5681054405393,6.25486261698018,259523
-75.5831542459795,6.29205101191995,259524
-75.5875366106133,6.23929110443715,259525
-75.5520407632038,6.27243307811968,259526
-75.5831934188904,6.2960877617393,259527
-75.551444528394,6.24538758980976,259528
-75.5728047633999,6.27637039065602,259529
-75.5803411557567,6.27624953348986,259530
-75.5896744936015,6.28788824183857,259531
-75.5653992676843,6.26166106083837,259533
-75.5646563498346,6.2738092845277,259534
-75.5785635824587,6.21463696364706,259535
-75.5745151551303,6.18770105972182,259536
-75.5564258152451,6.24782663149379,259537
-75.6146174106216,6.23375186813639,259538
-75.5861473534296,6.23753658759911,259539
-75.6034338008141,6.23197065553716,259540
-75.5662083234598,6.30154201298913,259541
-75.5759279413861,6.24726489935029,259542
-75.5749864492981,6.26476130361819,259543
-75.5863855210828,6.26475933507413,259544
-75.6119485153293,6.28976343712815,259545
-75.5767562136228,6.28749307943812,259546
-75.5638145231679,6.30139203213752,259547
-75.5666707545376,6.30350343224673,259548
-75.5675362862546,6.25806638230471,259549
-75.5579879323522,6.30345520446157,259550
-75.5785174421123,6.24002034767517,259552
-75.570533384356,6.27404340257481,259554
-75.5516965221162,6.28029267442813,259558
-75.6122349614376,6.25510522825426,259559
-75.5600360186892,6.2287509213221,259560
-75.5870781945917,6.20431824209487,259561
-75.5801531734455,6.25871174818404,259562
-75.5785225014283,6.24002676627897,259563
-75.5927567336778,6.19965905629513,259564
-75.5624246250579,6.26404249624867,259565
-75.5689701042467,6.25181958841479,259566
-75.5621361083782,6.25472818781944,259568
-75.5626744797558,6.25268820804003,259569
-75.5962322952828,6.26527857876556,259570
-75.5677241334511,6.24497767762666,259571
-75.5769668955325,6.25545717072491,259572
-75.5747651476151,6.25762177653619,259573
-75.558691427475,6.24928371568957,259574
-75.5746968132189,6.24612175609784,259575
-75.5643905366989,6.28436936827263,259576
-75.5563028786445,6.30177482737588,259577
-75.5802414587975,6.2002664557828,259578
-75.5715045294298,6.24504770741106,259579
-75.5701908389127,6.23452407142359,259580
-75.5867205763161,6.20703356252317,259581
-75.5603988063503,6.25209278816351,259582
-75.6029172280084,6.27067258852208,259583
-75.5834276694453,6.23890523668897,259584
-75.5870781945917,6.20431824209487,259585
-75.5720192104213,6.25156578998863,259586
-75.5694050624847,6.21452438688158,259587
-75.565075908503,6.22819739553876,259588
-75.570145663032,6.23398507898684,259589
-75.5930212803096,6.27338914720499,259590
-75.5785635824587,6.21463696364706,259591
-75.5707604624551,6.24473808008117,259592
-75.5707206761385,6.21698121241035,259593
-75.5803113101548,6.19481170467604,259594
-75.5642759256871,6.24773376292947,259595
-75.574825235217,6.21487463088558,259596
-75.6006046877498,6.25985645917242,259597
-75.5521306371692,6.23606019115054,259598
-75.5903840318165,6.264102276403,259599
-75.5421630537498,6.29150036456928,259600
-75.5846774810416,6.26116735149067,259601
-75.5795948770589,6.20487828974402,259602
-75.5495645276138,6.2597163237088,259603
-75.553932360066,6.29017016352975,259604
-75.5638760406677,6.30788480822486,259605
-75.5753945904661,6.2399744031021,259606
-75.5783117359205,6.22590212038809,259607
-75.5724515008111,6.25747626318743,259608
-75.5951079555516,6.27033552229922,259610
-75.5850112184235,6.21856140645793,259611
-75.5768864017955,6.25560245293254,259612
-75.5735039031413,6.23931140921069,259613
-75.5665583432095,6.29965128786324,259614
-75.5732242668422,6.26035202541271,259615
-75.5882538157059,6.24090651495501,259616
-75.5976877258801,6.27318212223169,259618
-75.5630713059951,6.2425940715116,259619
-75.5766330278392,6.20877851364758,259621
-75.6027446622449,6.22285420388977,259622
-75.5673285842518,6.29714644152426,259623
-75.5991348584639,6.25013190257785,259624
-75.5451677586001,6.28435860358114,259625
-75.5705852891369,6.23649814458783,259626
-75.6194368186515,6.25463126427311,259627
-75.6133409945271,6.23189570693531,259628
-75.5559922460436,6.24851885323866,259629
-75.5870781945917,6.20431824209487,259630
-75.5712027177978,6.28460203244332,259631
-75.5786392924528,6.24960432877673,259632
-75.584192911481,6.28446882220172,259633
-75.602277002787,6.28426199933376,259634
-75.6117560366947,6.26109548722759,259635
-75.574166763564,6.26108564391367,259636
-75.57248293353,6.23817033662874,259637
-75.561163917512,6.25385649962947,259638
-75.573607706344,6.2557110933581,259639
-75.610755678897,6.25428855233297,259640
-75.599376094803,6.22415228486498,259641
-75.597828021485,6.22238216912223,259642
-75.5751128688659,6.22414879270169,259643
-75.5990996735172,6.21882430117743,259645
-75.5843105501794,6.25526176775244,259646
-75.5593798731281,6.20325497819906,259647
-75.5720622354276,6.24649652602632,259648
-75.5725037129399,6.19426474584995,259649
-75.5914522711966,6.23159711926689,259650
-75.5688823810039,6.27568561923813,259651
-75.5679723208237,6.26305997457095,259652
-75.5591564176759,6.26660887982565,259653
-75.5693901872078,6.22871295442513,259654
-75.5672490597453,6.25370941901058,259655
-75.5799490581453,6.27357428860556,259657
-75.5718225379905,6.21766303141008,259658
-75.5697171127724,6.25666048318401,259659
-75.5351099577117,6.23320199305254,259660
-75.5581648772853,6.27266761107306,259661
-75.591498884698,6.23155327063299,259662
-75.546574685759,6.23497092203048,259663
-75.5418024448597,6.30011004162339,259664
-75.6090078701829,6.2509865788485,259665
-75.5919214283317,6.2829422705652,259666
-75.5972920741478,6.22440591177927,259667
-75.5936615282078,6.28242406915966,259668
-75.6219404689732,6.24484821519979,259669
-75.5800988751421,6.25868218741139,259670
-75.5738122932574,6.29031927911608,259671
-75.5592039333914,6.25049424054257,259672
-75.580310987146,6.25805314527251,259673
-75.605895751724,6.23532141099508,259674
-75.5799007920217,6.20300708441183,259675
-75.6002169122069,6.24080640441943,259676
-75.5656088531009,6.2495928452731,259677
-75.5748053792765,6.25432218462627,259678
-75.5563438875105,6.27478386862555,259679
-75.5626378386609,6.24364122761336,259680
-75.5887236608373,6.29015075394955,259681
-75.5618311239935,6.26707023733329,259682
-75.5571509610519,6.29955016134958,259683
-75.570338271442,6.28641691666067,259685
-75.5988569746788,6.21945199677153,259686
-75.5660646076658,6.19602181508022,259687
-75.5548253483298,6.20696747087719,259689
-75.5790934844727,6.20383322501948,259690
-75.547226943116,6.3022865636173,259691
-75.608894143312,6.23169069703143,259692
-75.5802764351554,6.25050001345269,259694
-75.5620926820488,6.2491946056155,259696
-75.5634729338289,6.25544808581103,259697
-75.5751987274289,6.24912508144462,259698
-75.5890476952402,6.20625842150022,259699
-75.5901928649318,6.26046268232242,259701
-75.5961757875992,6.25851459199759,259702
-75.5962746901738,6.22317294341782,259703
-75.6194001827097,6.23583956375338,259704
-75.5782166558342,6.21702871956919,259705
-75.5434207301715,6.26298143733539,259706
-75.587299449939,6.20485803927464,259707
-75.5720842251902,6.28213207403901,259708
-75.5735704585742,6.19915191765965,259709
-75.5767570377629,6.26802505765381,259710
-75.5654970620901,6.29635685207017,259711
-75.5656813597617,6.22351316526298,259712
-75.5785225014283,6.24002676627897,259713
-75.598326120389,6.2688954523578,259714
-75.5719709149351,6.27453148027348,259715
-75.5733641080179,6.27629932386478,259716
-75.6041600467271,6.23194275733302,259717
-75.5629324071808,6.25405838286329,259718
-75.5543147376074,6.23558760359893,259719
-75.5624964157918,6.31114642495654,259721
-75.5766561080563,6.26747350077013,259722
-75.5725094009279,6.22546259799904,259723
-75.5701223127595,6.22059207326113,259724
-75.6006881155029,6.23117158091287,259725
-75.5761335476868,6.24656968277797,259726
-75.570338271442,6.28641691666067,259727
-75.5720091387571,6.23497155333529,259728
-75.5790284134801,6.27352549553368,259729
-75.5789592487959,6.2717103515868,259730
-75.5503959568452,6.26695722214954,259731
-75.6002963921201,6.22567102306555,259732
-75.5550470115315,6.24698141393836,259733
-75.6006881155029,6.23117158091287,259734
-75.5991870399353,6.25649331713298,259735
-75.570338271442,6.28641691666067,259736
-75.5363946345466,6.29760294515099,259737
-75.5733641080179,6.27629932386478,259738
-75.5892832437514,6.20717231188975,259739
-75.6343278008945,6.27752577410637,259740
-75.5724515008111,6.25747626318743,259742
-75.5648154523748,6.27293109320724,259743
-75.5747651476151,6.25762177653619,259744
-75.5980980356616,6.21792122210415,259745
-75.5484458990695,6.24726629561599,259746
-75.5635973715153,6.24190455632619,259747
-75.5789535867815,6.21186677222827,259748
-75.5567433928334,6.24062734770722,259749
-75.5707604624551,6.24473808008117,259751
-75.5635973715153,6.24190455632619,259752
-75.5935626920663,6.27923043769638,259753
-75.5811170042246,6.27425301255332,259754
-75.5699357357925,6.26487664211393,259755
-75.5983037698322,6.24844084532395,259756
-75.5730384465035,6.2324605475812,259757
-75.5728047633999,6.27637039065602,259758
-75.5561435425339,6.24480638629566,259759
-75.5573010394933,6.24933188324515,259760
-75.582738767082,6.22951908168657,259761
-75.6015566342681,6.22054471861977,259762
-75.5893571514028,6.24452862011549,259763
-75.5753000582603,6.20149571890388,259764
-75.6264698131526,6.27884928007298,259765
-75.5654419947034,6.25551462528108,259766
-75.6022445982322,6.23382620737402,259767
-75.5699518551698,6.23121544214672,259768
-75.5583853295462,6.26503347838932,259769
-75.5930212803096,6.27338914720499,259770
-75.6248535305768,6.27774634789427,259771
-75.5543571688281,6.28216501579172,259774
-75.5817876950848,6.30064167474993,259775
-75.5497544252659,6.24114005949445,259776
-75.5747534196385,6.19560089020811,259777
-75.5575446749611,6.24436396699366,259779
-75.6143928932335,6.25757976881666,259780
-75.57705657339,6.24615280617454,259781
-75.5485018849439,6.24231962276318,259782
-75.5441574131871,6.28578171583296,259783
-75.5672837272075,6.24827112344431,259785
-75.5751200641124,6.30139229564634,259786
-75.5422274562617,6.23533671153055,259787
-75.5975275547473,6.25014854850578,259788
-75.5892461518015,6.24521289851253,259789
-75.566225250936,6.24305974760609,259790
-75.584485568321,6.25339137820626,259791
-75.5672490597453,6.25370941901058,259793
-75.5551071482516,6.27297909790348,259794
-75.5700315261419,6.21167627112036,259795
-75.5615167845608,6.28479959376717,259796
-75.5559628355843,6.30448063474809,259797
-75.5803952200384,6.21916139758087,259798
-75.5573010394933,6.24933188324515,259800
-75.582251916062,6.24849396200237,259801
-75.5801714943479,6.23313146334949,259802
-75.5702480450535,6.30727256126102,259803
-75.5863855210828,6.26475933507413,259804
-75.5692716917516,6.27578370525904,259805
-75.5737842239027,6.23871952491351,259806
